0.000000000000000000e+00 -3.133738883698208966e+00
2.040816326530612290e-01 -2.748666226296677007e+00
4.081632653061224580e-01 -1.553508664526300320e+00
6.122448979591836871e-01 8.223599391618159338e-01
8.163265306122449161e-01 2.518710080747260438e+00
1.020408163265306145e+00 7.391982516252443292e-01
1.224489795918367374e+00 1.130418501000322262e+00
1.428571428571428603e+00 3.074960908350527156e+00
1.632653061224489832e+00 2.540925091195243013e-01
1.836734693877551061e+00 1.451735466865790247e+00
2.040816326530612290e+00 1.374470409907903701e+00
2.244897959183673741e+00 8.346367870318614379e+00
2.448979591836734748e+00 9.127073361553661002e+00
2.653061224489795755e+00 8.802549503617795423e+00
2.857142857142857206e+00 1.299753587454888049e+01
3.061224489795918657e+00 1.156707498529656952e+01
3.265306122448979664e+00 1.484175599450957073e+01
3.469387755102040671e+00 1.690433279517624143e+01
3.673469387755102122e+00 2.039094941613115353e+01
3.877551020408163573e+00 2.638657232131013686e+01
4.081632653061224580e+00 2.583939104388507957e+01
4.285714285714285587e+00 2.616908035266896704e+01
4.489795918367347483e+00 3.257638504999751916e+01
4.693877551020408490e+00 3.550503711107450044e+01
4.897959183673469497e+00 4.047683881043539600e+01
5.102040816326530503e+00 4.322517760994924885e+01
5.306122448979591510e+00 4.703734646093978000e+01
5.510204081632653406e+00 5.368182953144785330e+01
5.714285714285714413e+00 5.480689593538478022e+01
5.918367346938775420e+00 6.006356817356211053e+01
6.122448979591837315e+00 6.491983974310045369e+01
6.326530612244898322e+00 7.203976010073620273e+01
6.530612244897959329e+00 7.478125442340503071e+01
6.734693877551020336e+00 7.843548605377924332e+01
6.938775510204081343e+00 8.793781965086591867e+01
7.142857142857143238e+00 8.775153738165641926e+01
7.346938775510204245e+00 9.613297690360700187e+01
7.551020408163265252e+00 1.042955300672395538e+02
7.755102040816327147e+00 1.083298595593762030e+02
7.959183673469388154e+00 1.182672878301500674e+02
8.163265306122449161e+00 1.262958673970581742e+02
8.367346938775510168e+00 1.328753028382121499e+02
8.571428571428571175e+00 1.383940332180025052e+02
8.775510204081632182e+00 1.449390027989013561e+02
8.979591836734694965e+00 1.547973650320335537e+02
9.183673469387755972e+00 1.620518672505444897e+02
9.387755102040816979e+00 1.711376106847775986e+02
9.591836734693877986e+00 1.816530570158191722e+02
9.795918367346938993e+00 1.880859886196737705e+02
1.000000000000000000e+01 1.995250802935090633e+02
