0.000000000000000000e+00 7.650192282338936630e-21
1.501501501501501488e-02 8.975697224592213601e-21
3.003003003003002977e-02 1.052805548808884373e-20
4.504504504504504292e-02 1.234560177551092821e-20
6.006006006006005954e-02 1.447306427371852797e-20
7.507507507507507616e-02 1.696261657296445145e-20
9.009009009009008584e-02 1.987510023785393291e-20
1.051051051051051094e-01 2.328144531280647609e-20
1.201201201201201191e-01 2.726432034071017155e-20
1.351351351351351426e-01 3.192004843521514255e-20
1.501501501501501523e-01 3.736083167613647664e-20
1.651651651651651620e-01 4.371733271046014317e-20
1.801801801801801717e-01 5.114167007257682336e-20
1.951951951951951814e-01 5.981089254078295656e-20
2.102102102102102188e-01 6.993100799979442640e-20
2.252252252252252285e-01 8.174165398445268700e-20
2.402402402402402382e-01 9.552151057127965632e-20
2.552552552552552756e-01 1.115945718301486008e-19
2.702702702702702853e-01 1.303374099553351418e-19
2.852852852852852950e-01 1.521875868162841179e-19
3.003003003003003046e-01 1.776533914078795017e-19
3.153153153153153143e-01 2.073251090012198420e-19
3.303303303303303240e-01 2.418880592302632137e-19
3.453453453453453337e-01 2.821376765060352459e-19
3.603603603603603434e-01 3.289969477270918189e-19
3.753753753753753530e-01 3.835365700563608926e-19
3.903903903903903627e-01 4.469982464932673323e-19
4.054054054054054279e-01 5.208216001934051435e-19
4.204204204204204376e-01 6.066752613673966306e-19
4.354354354354354473e-01 7.064927650982091922e-19
4.504504504504504570e-01 8.225139979641237780e-19
4.654654654654654666e-01 9.573330532980467800e-19
4.804804804804804763e-01 1.113953517870198569e-18
4.954954954954954860e-01 1.295852467801943865e-18
5.105105105105105512e-01 1.507054942704471305e-18
5.255255255255255609e-01 1.752221802987071308e-18
5.405405405405405705e-01 2.036756808017610881e-18
5.555555555555555802e-01 2.366946698869494705e-18
5.705705705705705899e-01 2.750169907721596443e-18
5.855855855855855996e-01 3.195269462391684311e-18
6.006006006006006093e-01 3.713348942377828581e-18
6.156156156156156189e-01 4.319690518725367948e-18
6.306306306306306286e-01 5.038667107925708977e-18
6.456456456456456383e-01 5.916609265969055635e-18
6.606606606606606480e-01 7.055621319994711824e-18
6.756756756756756577e-01 8.701982745253440054e-18
6.906906906906906674e-01 1.147515284107660148e-17
7.057057057057056770e-01 1.695468530185908062e-17
7.207207207207206867e-01 2.916733902216406234e-17
7.357357357357356964e-01 5.831109716648534162e-17
7.507507507507507061e-01 1.299705921455756535e-16
7.657657657657657158e-01 3.076501401475190641e-16
7.807807807807807254e-01 7.472119913082695101e-16
7.957957957957957351e-01 1.826819592260600877e-15
8.108108108108108558e-01 4.453384847851503120e-15
8.258258258258258655e-01 1.077656788225646749e-14
8.408408408408408752e-01 2.583227340078431999e-14
8.558558558558558849e-01 6.127992959326235032e-14
8.708708708708708945e-01 1.437979696097244867e-13
8.858858858858859042e-01 3.337143836200741545e-13
9.009009009009009139e-01 7.658463577585271526e-13
9.159159159159159236e-01 1.737930237220272985e-12
9.309309309309309333e-01 3.899752618879550212e-12
9.459459459459459429e-01 8.652686505249556717e-12
9.609609609609609526e-01 1.898329903769843646e-11
9.759759759759759623e-01 4.118110857209924358e-11
9.909909909909909720e-01 8.833430707258298410e-11
1.006006006006006093e+00 1.873550943615136627e-10
1.021021021021021102e+00 3.929218479428933173e-10
